Country,ISO3,Year,Government_Effectiveness,Regulatory_Quality,GDP,Labour_Force_Participation_Rate,Tax_Revenue_GDP,Agriculture_GDP,Trade_Openness_GDP,Human_Digitalization_InternetUsers,Remittances_GDP,Inflation,Unemployment_Rate,Rule_of_Law,Corruption_Perception_Index
Belarus,BLR,2006,-1.203701138496399,-1.3036606311798096,41221322382.24243,4972585.0,22.223096622806466,8.578727591557648,124.2951038893865,16.2,0.7256121614290942,,8.024,-1.3036606311798096,
Belarus,BLR,2007,-1.1601269245147705,-1.1658735275268555,44766358828.16946,4989962.0,23.7266987288672,8.303169958822748,128.15387797907277,19.7,0.636765248499207,,7.38,-1.1658735275268555,
Belarus,BLR,2008,-1.1659650802612305,-1.06889009475708,49332527213.96532,5017101.0,25.35338920555232,8.666253694406691,129.5994785454747,23.0,0.960131319014907,,6.698,-1.06889009475708,
Belarus,BLR,2009,-1.2097868919372559,-1.0264304876327515,49431189907.608696,5047868.0,18.62947062909552,8.130898936106574,108.63564482836037,27.43,0.9903059441359184,,6.1,-1.0264304876327515,
Belarus,BLR,2010,-1.1897709369659424,-1.0724406242370605,53262115561.61845,5072487.0,16.321438373620982,8.891930228820092,115.91797298930342,31.8,1.0052085538565505,,6.045,-1.0724406242370605,
Belarus,BLR,2011,-1.1925761699676514,-1.1128970384597778,56218149512.204636,5089161.0,14.509072564240263,8.001887744308288,157.97425507331283,39.6489,1.4419780559488355,,6.022,-1.1128970384597778,
Belarus,BLR,2012,-0.9722183346748352,-0.9230385422706604,57178272623.373344,5094860.0,14.662975033449491,8.13094268308472,153.08526931337192,46.91,1.6032362398736197,,5.946,-0.9230385422706604,
Belarus,BLR,2013,-0.9621179699897766,-0.8822194933891296,57749323055.26716,5096418.0,13.354962847879454,6.80909244753712,119.81596523572418,54.17,1.6066982921281638,,5.937,-0.8822194933891296,
Belarus,BLR,2014,-0.4903508424758911,-0.8152130246162415,58702836383.79437,5096822.0,12.69772452641976,7.303056977309424,110.65142436758238,59.0163,1.5623043408062645,,5.902,-0.8152130246162415,
Belarus,BLR,2015,-0.48922908306121826,-0.8792174458503723,56454769844.763176,5096110.0,14.173094465420402,6.283207583243697,115.91482620194616,62.2304,1.6499934417612498,,5.881,-0.8792174458503723,
Belarus,BLR,2016,-0.5139444470405579,-0.7673250436782837,55028470324.33701,5091410.0,13.788235612381383,6.895280624335169,125.20932289966194,71.113,2.0463693412252892,,5.844,-0.7673250436782837,
Belarus,BLR,2017,-0.3577441871166229,-0.8816738128662109,56421892170.31888,5078342.0,13.01900561049739,7.565802538482924,133.36775472301184,74.4364,2.291074835883731,,5.648,-0.8816738128662109,
Belarus,BLR,2018,-0.29794278740882874,-0.8930205702781677,58198729040.8946,5052623.0,14.672568969838872,6.590107725901878,139.39373625017066,79.1299,2.408421248907576,,4.763,-0.8930205702781677,
Belarus,BLR,2019,-0.17448338866233826,-0.8594130277633667,59040547744.603584,5023444.0,13.301506139346152,6.794668827992735,130.8504061021835,82.7892,2.202757709855335,,4.165,-0.8594130277633667,
Belarus,BLR,2020,-0.8296582102775574,-1.0851740837097168,58643356621.64182,4980288.0,12.02292325949367,7.077239768956618,118.93417614653407,85.0879,1.6517392222723897,,4.049,-1.0851740837097168,
Belarus,BLR,2021,-0.8041536211967468,-1.1214325428009033,60073587234.51066,4937106.0,12.825004964795141,6.70661864890688,136.01416787747556,86.8884,1.650493509274727,,3.9,-1.1214325428009033,
Belarus,BLR,2022,-0.8517233729362488,-1.22100031375885,57275121700.34219,4905932.0,11.23354561982234,8.04181871674039,120.02420757609387,89.5073,2.015529331869672,,3.574,-1.22100031375885,
Belarus,BLR,2023,-0.9914657473564148,-1.2509427070617676,59638602548.32944,4856653.0,12.701063344764624,7.2485995714986995,131.58467488496072,91.5125,1.739285845311422,,3.461,-1.2509427070617676,
Belarus,BLR,2024,,,62030020172.7382,4817451.0,,6.865979849691872,131.91792910244993,94.2618,1.8131910520276417,,3.361,,
Bosnia and Herzegovina,BIH,1995,,,3763595298.4192724,1446375.0,,20.69999850840324,91.87961266484528,,,,21.078,,
Bosnia and Herzegovina,BIH,1996,-1.1920459270477295,-0.2416866421699524,5803437611.284883,1533245.0,,20.700000310081883,107.50004353072589,0.0151,,,21.725,-0.2416866421699524,
Bosnia and Herzegovina,BIH,1997,,,7929882641.939969,1613443.0,,17.518045726467605,100.63096475631654,0.0594,,,22.378,,
Bosnia and Herzegovina,BIH,1998,-1.2083699703216553,-0.6718842387199402,9247541638.975395,1658997.0,,15.960410018779275,125.66660905701093,0.14400000000000002,48.194292412913256,,23.295,-0.6718842387199402,
Bosnia and Herzegovina,BIH,1999,,,10128052806.590559,1692881.0,,13.262992028600234,121.8205415641928,0.194,39.96332553503258,,24.284,,
Bosnia and Herzegovina,BIH,2000,-1.0573793649673462,-0.6022586226463318,10676417585.109543,1723408.0,,9.001463763319073,85.35774313417878,1.08296,28.394702450388102,,25.187,-0.6022586226463318,
Bosnia and Herzegovina,BIH,2001,,,10935140618.726934,1748958.0,,9.120577403059931,86.03573265586874,1.20053,25.859615509761298,,26.289,,
Bosnia and Herzegovina,BIH,2002,-1.071950078010559,-0.6560056805610657,11484898712.327587,1767704.0,,8.873503628150239,78.72747948869502,2.64827,22.230683920328996,,27.312,-0.6560056805610657,
Bosnia and Herzegovina,BIH,2003,-0.8803373575210571,-0.6168455481529236,11929035686.013885,1775586.0,,8.10501842544062,80.56945726393647,3.96504,20.450852223554985,,28.447,-0.6168455481529236,
Bosnia and Herzegovina,BIH,2004,-0.7013654708862305,-0.49067422747612,12683578944.503292,1767966.0,,8.58349505778716,81.81268362477593,15.469,20.215559151670785,,29.276,-0.49067422747612,
Bosnia and Herzegovina,BIH,2005,-0.7646295428276062,-0.5197861790657043,13177880591.462847,1755779.0,19.886092731863553,8.29736825390212,84.35546282179843,21.3267,18.157078566960053,,30.227,-0.5197861790657043,
Bosnia and Herzegovina,BIH,2006,-0.6333191394805908,-0.4964936077594757,13891331517.239658,1750056.0,21.68995520664215,8.05428927250657,79.82994777520157,25.1224,16.70398167140144,,31.11,-0.4964936077594757,
Bosnia and Herzegovina,BIH,2007,-0.8587151169776917,-0.46990641951560974,14704964354.814198,1735948.0,21.394270036889445,7.704953409633321,83.55185888916297,27.92,17.025545244098225,,28.984,-0.46990641951560974,
Bosnia and Herzegovina,BIH,2008,-0.6045021414756775,-0.40743008255958557,15505477767.973995,1712952.0,20.302113498036405,7.207272012349415,86.16287984305042,34.66,14.219080168219985,,23.405,-0.40743008255958557,
Bosnia and Herzegovina,BIH,2009,-0.7219998836517334,-0.36013755202293396,15039622521.678576,1681868.0,18.946285984021852,7.076601634668495,73.74749422550227,37.74,12.075844255494463,,24.068,-0.36013755202293396,
Bosnia and Herzegovina,BIH,2010,-0.7405581474304199,-0.35564887523651123,15169815910.70444,1651355.0,19.685676403116954,6.796762159137644,80.9682159626823,42.75,10.609404646769455,,27.312,-0.35564887523651123,
Bosnia and Herzegovina,BIH,2011,-0.7363592982292175,-0.33177831768989563,15315372000.553444,1620096.0,20.30566528213549,6.757745395551308,87.83634771365556,43.8877,10.503141337143648,,27.582,-0.33177831768989563,
Bosnia and Herzegovina,BIH,2012,-0.45469123125076294,-0.19717828929424286,15189504687.290894,1586613.0,20.477539941352667,6.137671553685119,88.14510886285292,45.0645,10.714248927723876,,28.01,-0.19717828929424286,
Bosnia and Herzegovina,BIH,2013,-0.4333134889602661,-0.1394079327583313,15546436275.299232,1560902.0,19.751544642443037,6.841391126711869,87.93124131167566,48.5213,10.770536227862195,,27.49,-0.1394079327583313,
Bosnia and Herzegovina,BIH,2014,-0.4920967221260071,-0.13223154842853546,15725819000.029484,1538400.0,19.777901772831047,5.951057699186742,90.55228068741853,49.9177,11.3538982455304,,27.517,-0.13223154842853546,
Bosnia and Herzegovina,BIH,2015,-0.6247940063476562,-0.26457223296165466,16404348871.443703,1516931.0,19.70001003984315,6.03756695112693,88.29198984076083,52.6,10.97947850309257,,27.695,-0.26457223296165466,
Bosnia and Herzegovina,BIH,2016,-0.45213577151298523,-0.19300545752048492,16936219727.676678,1493951.0,19.713745572241496,6.165589050492308,88.24403516855467,60.2565,10.784617879353387,,25.408,-0.19300545752048492,
Bosnia and Herzegovina,BIH,2017,-0.519017219543457,-0.2018136978149414,17485647794.262745,1470994.0,19.98764986489995,5.431049985116056,96.64587914111894,64.892,11.005301783658238,,20.527,-0.2018136978149414,
Bosnia and Herzegovina,BIH,2018,-0.6708726286888123,-0.22558066248893738,18154910824.659252,1447773.0,20.141022535477678,5.718782491307908,98.43209119618689,70.1201,11.04701720166811,,18.4,-0.22558066248893738,
Bosnia and Herzegovina,BIH,2019,-0.7064232230186462,-0.225809708237648,18679105433.99119,1422553.0,19.826597189919237,5.450042181224086,94.51612788742419,69.9463,11.388054028034986,,15.692,-0.225809708237648,
Bosnia and Herzegovina,BIH,2020,-1.0757032632827759,-0.3161373436450958,18115912632.436096,1390332.0,18.750644729343875,5.914439905806057,82.11126525728977,73.2118,9.547296836458148,,15.868,-0.3161373436450958,
Bosnia and Herzegovina,BIH,2021,-1.0731685161590576,-0.3032568395137787,19454671753.543537,1370363.0,19.098149197788274,5.0193178809870584,96.48590857777474,75.6762,10.467531030918304,,14.897,-0.3032568395137787,
Bosnia and Herzegovina,BIH,2022,-1.0649607181549072,-0.306983083486557,20276983961.367558,1355798.0,19.09105987274129,4.826248393778781,110.20596766123009,78.8455,10.520878448985675,,12.657,-0.306983083486557,
Bosnia and Herzegovina,BIH,2023,-0.9678125381469727,-0.35181954503059387,20681387156.84562,1366194.0,19.058685293040693,4.653222124606394,99.61749338939723,83.3772,10.233269638774903,,10.668,-0.35181954503059387,
Bosnia and Herzegovina,BIH,2024,,,21194295295.924217,1355710.0,,4.25445379894508,99.97435221732987,86.1009,11.023081658576878,,10.723,,
Bulgaria,BGR,1995,,,33809162070.09286,3575753.0,11.15666426532735,9.218320938607501,55.262735002669174,0.12,,,11.1,,
Bulgaria,BGR,1996,-0.04258482903242111,-0.34495800733566284,35569061580.59743,3545894.0,12.068597377670098,9.592577335048206,85.8207914540411,0.725,0.33753654888875373,,12.5,-0.34495800733566284,
Bulgaria,BGR,1997,,,30548353200.8565,3521893.0,18.522634900133493,20.47684372461067,86.46373646732246,1.22,0.44714943819097125,,13.7,,
Bulgaria,BGR,1998,-0.0834641233086586,-0.22211448848247528,31705867020.231995,3487986.0,19.37550127479031,13.411564261547923,77.04520303409996,1.84,0.3371408932035997,,12.2,-0.22211448848247528,
Bulgaria,BGR,1999,,,29043813497.95805,3468612.0,20.032295734014575,12.958624340213145,90.07496165785034,2.91,0.3118553372528924,,14.1,,
Bulgaria,BGR,2000,0.037975478917360306,-0.12377707660198212,30376118719.92641,3441466.0,20.457993065214854,10.97048236294697,77.74570415944886,5.37092,0.43964588639248176,,16.218,-0.12377707660198212,
Bulgaria,BGR,2001,,,31537611700.065853,3494894.0,19.78049412702642,10.603253242166442,79.08136874776677,7.6123,5.825102785741435,,19.921,,
Bulgaria,BGR,2002,0.17359639704227448,-0.05604999139904976,33389478557.96514,3404016.0,18.147665811375553,9.710569627639577,75.2696110143524,9.08,7.175201795694651,,18.11,-0.05604999139904976,
Bulgaria,BGR,2003,0.03369713947176933,-0.171991765499115,35138136847.87862,3340007.0,20.115186152398262,9.095627750173858,79.01388537135755,12.04,8.127164074074235,,13.733,-0.171991765499115,
Bulgaria,BGR,2004,0.0787450447678566,-0.11816776543855667,37425778955.007,3379275.0,21.029570986563844,8.452185376591421,93.06389796418301,18.13,6.586078777286539,,12.037,-0.11816776543855667,
Bulgaria,BGR,2005,0.13438110053539276,-0.10855761915445328,40066672613.315,3314525.0,20.885521991507797,7.283685728894337,99.71421121273814,19.97,5.400016414106758,,10.083,-0.10855761915445328,
Bulgaria,BGR,2006,-0.13029217720031738,-0.10884617269039154,42792243672.14939,3421452.0,21.812020406638986,6.096284920530045,111.04746275380985,27.09,4.992464212366662,,8.951,-0.10884617269039154,
Bulgaria,BGR,2007,-0.1210842877626419,-0.05768442526459694,45639805449.79982,3500732.0,21.760613299220555,4.651784891942117,123.53255766075317,33.64,3.8116256000299957,,6.878,-0.05768442526459694,
Bulgaria,BGR,2008,-0.17257727682590485,-0.12108802050352097,48437324160.5999,3562863.0,21.973879820444065,5.869626922018489,124.68874751535921,39.67,3.5217074877996857,,5.609,-0.12108802050352097,
Bulgaria,BGR,2009,0.07148142158985138,-0.040312353521585464,46816058446.5322,3489069.0,18.586498644158052,4.235785659661227,92.69264560363749,45.0,3.059743021459925,,6.817,-0.040312353521585464,
Bulgaria,BGR,2010,-0.06532546132802963,-0.09706135839223862,47544216522.12982,3424396.0,17.871431557045913,4.03250076157469,103.38052232119233,46.23,2.6295816624058146,,10.279,-0.09706135839223862,
Bulgaria,BGR,2011,-0.07111138850450516,-0.14156416058540344,48537973978.26451,3339707.0,17.882715147573077,4.661369067960636,117.41810388629013,47.98,2.5713535926122915,,11.26,-0.14156416058540344,
Bulgaria,BGR,2012,-0.028386928141117096,-0.11505135893821716,48901433558.017,3358087.0,18.38533526466447,4.430140023765886,123.9713227141743,51.9,2.668432164494661,,12.27,-0.11505135893821716,
Bulgaria,BGR,2013,-0.013232986442744732,-0.14725562930107117,48636020243.476135,3333973.0,19.686282235330193,4.515416945018811,129.6886829864819,53.0615,2.986352612121687,,12.941,-0.14725562930107117,
Bulgaria,BGR,2014,-0.11237889528274536,-0.08202914893627167,49097794444.06622,3290356.0,19.566620772753733,4.558717049956263,130.2483771152453,55.4904,3.009588303483751,,11.424,-0.08202914893627167,
Bulgaria,BGR,2015,-0.012558597140014172,-0.159493550658226,50765918159.14758,3259536.0,20.077803641444156,4.061975774272378,126.73664221294958,56.6563,3.0017579810588173,,9.143,-0.159493550658226,
Bulgaria,BGR,2016,0.08883263915777206,-0.1404438018798828,52302414125.4377,3159813.0,20.333029961508217,4.0548985296075,122.80551435651341,59.8255,3.0208756067038838,,7.575,-0.1404438018798828,
Bulgaria,BGR,2017,0.09800964593887329,-0.12496056407690048,53738599947.36832,3235284.0,20.523224655166032,4.043176898073076,129.63442904800365,63.4101,3.5147924445541197,,6.164,-0.12496056407690048,
Bulgaria,BGR,2018,0.111848846077919,-0.10584983229637146,55108646393.701126,3181267.0,19.93698054503715,3.3966832017305917,128.86556527924057,64.782,3.2032140739654005,,5.211,-0.10584983229637146,
Bulgaria,BGR,2019,0.17370347678661346,-0.03741339221596718,57196630543.614204,3203318.0,20.557212712649772,3.1961648047254556,125.02996314069375,67.947,3.1116499852647674,,4.23,-0.03741339221596718,
Bulgaria,BGR,2020,-0.21402783691883087,-0.1276729851961136,55357337083.97905,3123618.0,20.178405509369423,3.432892460156365,110.3240811323541,70.1625,2.8142191894529165,,5.125,-0.1276729851961136,
Bulgaria,BGR,2021,-0.17344027757644653,-0.06886845082044601,59664478253.80966,3076962.0,20.5821478187492,4.326921155250779,121.15735461777093,75.2714,2.381497233355582,,5.267,-0.06886845082044601,
Bulgaria,BGR,2022,-0.2712329626083374,-0.10792271047830582,62074193826.54846,3130976.0,21.725615841379646,3.711237690242078,138.84014681798024,79.1269,2.311421542130489,,4.268,-0.10792271047830582,
Bulgaria,BGR,2023,0.04711205139756203,-0.00685768062248826,63245418926.901955,3131695.0,20.47501975962588,2.517578650680128,119.66812034421281,80.3896,2.2329009307194765,,4.319,-0.00685768062248826,
Bulgaria,BGR,2024,,,65023138713.89765,3123797.0,,2.0653970282312986,109.28884079279693,82.439,2.3814040622329875,,4.104,,
Croatia,HRV,1995,,,33746817537.673622,2084050.0,23.490744304433047,5.65152617590492,62.80426534858711,0.514,2.389594993562532,,10.108,,
Croatia,HRV,1996,0.1022060215473175,-0.6342321634292603,35808404184.004395,2042400.0,23.12048656429987,5.592188734586001,67.05425058977147,0.859,2.6910582630351514,,9.68,-0.6342321634292603,
Croatia,HRV,1997,,,38017063244.94421,2018865.0,22.284131507327427,5.241614393388357,74.8841744957651,1.73,2.4569376242491154,,9.71,,
Croatia,HRV,1998,0.038035642355680466,-0.40637335181236267,38873085038.319275,2004029.0,24.2414820697298,5.317606153202807,64.98432965861,3.27,2.322136756931158,,11.392,-0.40637335181236267,
Croatia,HRV,1999,,,38543171372.88865,1983687.0,23.38891086623753,5.4026260257331,66.26377437417221,4.41,2.2242717522420183,,13.559,,
Croatia,HRV,2000,0.3633943796157837,-0.029868535697460175,39678365282.26958,1953924.0,22.785198165396135,4.967472690531985,74.60168547034063,6.64488,3.6915494509205455,,16.064,-0.029868535697460175,
Croatia,HRV,2001,,,40912852422.323654,1869944.0,21.878513105625704,4.9627469209302655,79.44058560345877,11.5586,4.022524846813386,,15.822,,
Croatia,HRV,2002,0.3285757005214691,-0.14479292929172516,43287159653.99493,1859219.0,22.22209445095603,4.84218764766313,81.16099779602105,17.76,4.084966664864,,15.053,-0.14479292929172516,
Croatia,HRV,2003,0.3188011348247528,-0.04599394649267197,45697550022.2559,1865731.0,21.670496022535136,3.9360953159101286,81.44325143532082,22.75,3.749410911402108,,13.924,-0.04599394649267197,
Croatia,HRV,2004,0.4443008601665497,0.04121648892760277,47603359433.307686,1912837.0,20.882954566486955,4.417659269725122,81.64441266033377,30.91,3.718193742108088,,13.664,0.04121648892760277,
Croatia,HRV,2005,0.4556206464767456,0.08334756642580032,49663193223.05776,1910033.0,20.885012919610972,3.8665024719747856,81.49233557141181,33.14,4.164272242682182,,12.598,0.08334756642580032,
Croatia,HRV,2006,0.5555404424667358,-0.04824604094028473,52186811453.561195,1894312.0,21.453185817525366,3.9776481510093005,83.50587931775632,37.98,3.884132963403987,,11.13,-0.04824604094028473,
Croatia,HRV,2007,0.45644697546958923,0.03847775608301163,54821664179.83181,1924883.0,21.485823447619744,3.6899724572169155,83.2514767234118,41.44,3.758648059927663,,9.909,0.03847775608301163,
Croatia,HRV,2008,0.572743833065033,0.025006728246808052,55900878029.59454,1934423.0,21.268050075344526,3.880308324322284,82.0719814536512,44.24,3.658516965743445,,8.53,0.025006728246808052,
Croatia,HRV,2009,0.585426390171051,0.04387594759464264,52091816697.59985,1932994.0,20.275168398224597,3.985463404614162,69.69524392444029,50.58,3.640512921605939,,9.202,0.04387594759464264,
Croatia,HRV,2010,0.5814344882965088,0.0804690346121788,51396869395.51825,1911488.0,20.278686870138305,3.6440861360700803,72.63865686343175,56.55,3.877557234144807,,11.62,0.0804690346121788,
Croatia,HRV,2011,0.5021752119064331,0.10939598083496094,51346628209.01886,1880052.0,19.64392207152431,3.623845292059443,77.76573869225507,57.79,4.012538318691996,,13.678,0.10939598083496094,
Croatia,HRV,2012,0.6750282049179077,0.14507900178432465,50189405844.875565,1857929.0,20.128005734635483,3.2836909415898425,79.00226696471681,61.94,3.6222921410123217,,15.935,0.14507900178432465,
Croatia,HRV,2013,0.6753647923469543,0.17796219885349274,50126443322.46659,1830102.0,20.596871380544012,3.4373237813216355,80.91051737333548,66.7476,4.6260012015994745,,17.251,0.17796219885349274,
Croatia,HRV,2014,0.6763349175453186,0.2182241678237915,49847163744.59294,1872249.0,20.380999023047657,2.9385340138071965,85.20917694800387,68.5679,4.652394242410912,,17.29,0.2182241678237915,
Croatia,HRV,2015,0.457353413105011,0.12741246819496155,51005200669.69412,1866214.0,21.413648281297597,2.9634658672283685,90.6409410989512,69.845,5.24898927992459,,16.175,0.12741246819496155,
Croatia,HRV,2016,0.4223082661628723,0.33985698223114014,52770556703.12524,1796035.0,21.902134541835274,3.059567150198884,92.13078908616886,72.6973,6.121102123750276,,13.103,0.33985698223114014,
Croatia,HRV,2017,0.5354917049407959,0.30892258882522583,54501936568.98789,1777161.0,22.016621480273106,2.8900346997747994,97.22133140442044,67.0962,6.52647733313807,,11.208,0.30892258882522583,
Croatia,HRV,2018,0.5139327645301819,0.3015296459197998,56085044234.07373,1739585.0,21.786864006456916,2.9508578860214194,99.06781797397001,75.2946,6.505852652803414,,8.432,0.3015296459197998,
Croatia,HRV,2019,0.4567853510379791,0.3482685387134552,57823926882.856575,1721494.0,21.973019388275294,2.856814031929087,101.38201333032781,79.0798,6.965996535294961,,6.617,0.3482685387134552,
