Country,Year,Inflation_Rate,Unemployment_Rate,Remittances_GDP,Agriculture_GDP,Trade_Openness_GDP,Digital_growth_3yr,Human_Capital_Index,Tax_Revenue_GDP,Governance_Index,GDP_per_Worker_resid,Shadow_Economy
Belarus,2003,2.9515575556890554,-0.15865818007682697,-0.6027472301993334,0.6546073961969818,0.7379616404641457,-0.5750065811462386,-0.023617182616156234,-0.480659355685403,-2.024242395731653,-0.312097539502289,49.702648289111224
Belarus,2004,2.936023628468037,-0.2642131632602508,-0.5826335146210323,0.7039100731222984,0.9627030575016147,0.4805793509649923,-0.023617182616156234,-0.3144613235197554,-2.3485613275258994,0.4815669913873294,50.10344989231763
Belarus,2005,1.4036474472090756,-0.36437280654308024,-0.6492223512734367,0.6277220544980945,0.3090512040328474,-0.14642358437976613,-0.023617182616156234,0.1181216803318214,-2.3979004068750442,0.8116212366283554,48.345637392317634
Belarus,2006,0.74454338667689,-0.46176560885124596,-0.6371768749566711,0.6415364837407838,0.46115528385619425,-0.5462109850082438,-0.023617182616156234,0.6224968269174003,-2.5579683965621265,1.322782052423369,45.0188272161924
Belarus,2007,1.0265126153064332,-0.5508578882354201,-0.652865338238682,0.578236266630993,0.5696310115890585,-1.4092120573749074,-0.023617182616156234,0.9882558585264809,-2.4394163412283736,1.376362760462313,44.601290681745624
Belarus,2008,2.2909989400580133,-0.6452071654714555,-0.595765811011021,0.6616426998456684,0.6102689369526124,-0.9912525021724077,-0.023617182616156234,1.3839567763968583,-2.3562197386033397,1.5200827256230838,40.36741971400369
Belarus,2009,1.9177903440551085,-0.7279357106139032,-0.5904376180254863,0.5386627188710207,0.02094521245346741,0.17721703693718882,-0.023617182616156234,-0.25167138429143,-2.249456009225571,1.3480066819741976,34.55829108329831
Belarus,2010,0.8902235624573362,-0.7355445232942286,-0.5878061361011477,0.7134843907586421,0.22566200293861363,0.33531478173117796,-0.023617182616156234,-0.8131122330918865,-2.2814806154684697,1.6002576806944875,24.621716030444176
Belarus,2011,2.9515575556890554,-0.7387263904150919,-0.510681989968075,0.5090266809599211,1.4079249959951494,1.1619479211488513,-0.023617182616156234,-1.2539796412236797,-2.230294428584489,1.6720342225458167,32.59892400765216
Belarus,2012,2.9515575556890554,-0.7492403861188144,-0.48220724600680553,0.5386727682867711,1.2704885263135792,1.67641978929398,-0.023617182616156234,-1.2165420652364451,-1.9012522318832934,1.2251234334970627,28.363629890005086
Belarus,2013,2.9515575556890554,-0.7504854645574129,-0.48159592167504534,0.2350215644847374,0.33524020985093744,2.1489103459422036,-0.023617182616156234,-1.5347228315432808,-1.9048918757082964,1.258772535142881,18.61885030763851
Belarus,2014,2.9382547023733965,-0.7553274362630746,-0.48943494333927157,0.3484935146854562,0.07761169444591275,1.6559579432436329,-0.023617182616156234,-1.6945994711306456,-1.5979396841466298,0.8463835374990055,15.817729859459238
Belarus,2015,2.0339278328033297,-0.7582326192864717,-0.47395092487201795,0.11421697724054447,0.22557354218899248,0.9205308476329743,-0.023617182616156234,-1.3357080609770693,-1.6319860092346055,0.7835261974839167,15.227759357984311
Belarus,2016,1.6990438412966917,-0.7633512750895997,-0.40395942444112587,0.25482043650096714,0.48685530415847245,1.2153922277510492,-0.023617182616156234,-1.4293269783930098,-1.3674538990963552,0.3148161681918554,14.63428754789529
Belarus,2017,0.5541558184828528,-0.790466316641305,-0.3607496713809959,0.40885058373792904,0.7162006373206905,0.9386484857432738,-0.023617182616156234,-1.6164461766434384,-1.312936268089756,0.31381884645696034,31.067853981461738
Belarus,2018,0.325457033875973,-0.9128990297701779,-0.3400288063414522,0.18471709537727624,0.885599704555667,1.2074873405113506,-0.023617182616156234,-1.2142082903175657,-1.2971497240019652,0.3957768993363385,34.89299059348359
Belarus,2019,0.46861947626434924,-0.9956275749126254,-0.37634458563493994,0.23170821678463238,0.6454343220985752,0.2583011906464726,-0.023617182616156234,-1.5477264538894702,-1.1921128431296195,0.29732562351764913,35.918631619124604
Belarus,2020,0.4587553763346499,-1.0116752525656754,-0.47364265739772676,0.2966195086055329,0.31045184159365696,0.07209112272647285,-0.023617182616156234,-1.8587483885367901,-1.630396968855827,0.9597691394644943,36.42368212417512
Belarus,2021,1.2303592529521712,-1.0322882178269206,-0.4738626236518067,0.21148161156461776,0.7905951434877048,-0.4536293090999756,-0.023617182616156234,-1.6636378425885545,-1.7836640062228526,1.28552397874868,33.74728309741112
Belarus,2022,2.3643299980125745,-1.0773877257139406,-0.40940511004164054,0.5181994960957983,0.3410942036042317,-0.642692405288096,-0.023617182616156234,-2.0507686044544617,-1.936276780455541,1.3931826833380057,34.78624413637216
Bosnia and Herzegovina,2000,0.0,1.9125989735564914,4.021035649955411,0.7386460835986245,-0.6334303139914349,-1.5724066452062508,-0.023617182616156234,-0.05301950624720479,0.07932270836602787,-0.025467549222056622,52.74207424405042
Bosnia and Herzegovina,2001,0.0,2.0650519112604666,3.800950187166684,0.7660084875411329,-0.6143710467082977,-1.5724066452062508,-0.023617182616156234,-0.05301950624720479,0.07932270836602787,-0.025467549222056622,50.682996886253136
Bosnia and Herzegovina,2002,0.0,2.20657582711452,3.1601585364914833,0.7092514910511633,-0.8198166266618072,-1.4175221836616074,-0.023617182616156234,-0.05301950624720479,0.07932270836602787,-0.025467549222056622,48.62391952845585
Bosnia and Herzegovina,2003,0.0,2.36359405242669,2.8458783515959953,0.5327175308252112,-0.7680359639453429,-1.3397798891784851,-0.023617182616156234,-0.05301950624720479,-1.5468896510773131,-0.8079233471994673,47.208825188833224
Bosnia and Herzegovina,2004,0.0,2.478279610826504,2.80433063094891,0.6426316508185254,-0.7330870705677304,0.7293725020224663,-0.023617182616156234,-0.05301950624720479,-1.4021937619228602,-0.8326923999766433,61.97205638660479
Bosnia and Herzegovina,2005,0.0,2.609842899171768,2.4408470162120457,0.5769035175525596,-0.6616058650215858,1.5307572498749946,-0.023617182616156234,0.05400847712560226,-1.499310544026807,-0.5549684353280427,56.48425150855601
Bosnia and Herzegovina,2006,0.5726422683693477,2.7319989282031742,2.1842612042867033,0.521064192238105,-0.7888246465920634,1.9812322412567909,-0.023617182616156234,0.4928074048948168,-1.42203964016215,-0.5069010047878431,50.6777998956528
Bosnia and Herzegovina,2007,-0.339519583244943,2.437883732596413,2.2410424489774097,0.4408158763245098,-0.684196335304522,0.39909904428599435,-0.023617182616156234,0.42088044967575483,-1.407686589023776,-0.33811105892946086,48.30250298353878
Bosnia and Herzegovina,2008,0.8293367054706309,1.666073442713947,1.745480781799317,0.32649009921971456,-0.6107967551488143,0.5594319640925871,-0.023617182616156234,0.1552076919652942,-1.3088444733718108,-0.2920709294343561,44.92900900763517
Bosnia and Herzegovina,2009,-0.7107600380175175,1.757794221024052,1.3670311901065153,0.2964729184400474,-0.9598112241604365,0.42937385380631465,-0.023617182616156234,-0.17460440164378696,-1.339805942540351,-0.281349988389348,44.15977823840439
Bosnia and Herzegovina,2010,-0.241803311119295,2.20657582711452,1.108089340602709,0.2321890901128006,-0.7568262794624196,0.8314146016019703,-0.023617182616156234,0.005256162915926403,-1.3218115399523962,-0.22949967787238518,40.15977823840439
Bosnia and Herzegovina,2011,0.08856968792450777,2.243928180272481,1.0893255144177172,0.2232262841058537,-0.5637531498787747,-0.1866440140984471,-0.023617182616156234,0.15607168191804024,-1.2548246067960358,-0.24601548719971691,48.71435050979085
Bosnia and Herzegovina,2012,-0.23066710121524872,2.3031385771302864,1.1266025966950197,0.08078490650847468,-0.5550734268433319,-0.5324964599512294,-0.023617182616156234,0.19788108658701578,-0.7938859747470326,-0.899945380188129,47.225516762892575
Bosnia and Herzegovina,2013,-0.6538743206130837,2.231200711789027,1.136541729213448,0.24244111365065735,-0.5610855534185585,-0.8147463647949356,-0.023617182616156234,0.02127895467220016,-0.7335984549489757,-0.8745013413272927,43.058850096225896
Bosnia and Herzegovina,2014,-0.7384684685710419,2.2349359471048236,1.2395509761585817,0.03791656935445881,-0.4874043409163482,-0.7677350009119405,-0.023617182616156234,0.02769046370630872,-0.818746670894302,-0.6707866590978033,44.41386364636139
Bosnia and Herzegovina,2015,-0.7384684685710419,2.259560831779331,1.1734364631430156,0.05778919772432048,-0.5509443898491059,-0.4941532138000439,-0.023617182616156234,0.008742894590003564,-1.0150346436653197,-0.21178402787274794,40.606757047376625
Bosnia and Herzegovina,2016,-0.7384684685710419,1.9431725663265262,1.1390282474849844,0.08719802448861444,-0.5522924651302316,0.26902276184514756,-0.023617182616156234,0.012084134275958554,-0.8552100548290474,-0.3132656965097584,39.25174349724113
Bosnia and Herzegovina,2017,-0.47573745310769106,1.2679250264598267,1.1779963018095012,-0.08153793775806152,-0.3161044639570459,0.8576370206522826,-0.023617182616156234,0.07871277787289609,-0.9139049380309611,-0.08650796350280784,42.117073010135115
Bosnia and Herzegovina,2018,-0.3560218794715251,0.9736714888043316,1.185362351817992,-0.015440947699322168,-0.26589145639161404,1.3202637317977275,-0.023617182616156234,0.1160214775878616,-1.0004640188252363,0.1997558793990933,38.210823010135115
Bosnia and Herzegovina,2019,-0.524523310551045,0.5990412208348538,1.2455821563315437,-0.0771751112774515,-0.3759748558911067,-0.10267048781189542,-0.023617182616156234,0.03953587714792659,-1.0600898458510883,0.4238871110454947,39.64348776658211
Bosnia and Herzegovina,2020,-0.7384684685710419,0.6233894214118952,0.9205438330085914,0.029504847102116837,-0.7246935084876971,-0.35162900547599124,-0.023617182616156234,-0.22219515425404535,-1.3213737866190203,0.7929760042895582,38.26986139295573
Bosnia and Herzegovina,2021,-0.24467766156890783,0.48905929209196786,1.083037496486037,-0.17611971843227056,-0.32060146815352875,-0.8538528414382295,-0.023617182616156234,-0.13766288514792893,-1.308895413433427,1.0253110000752612,35.79052254998053
Bosnia and Herzegovina,2022,2.1298530415366326,0.17917310292962263,1.0924575087514115,-0.22047102286272127,0.06508926134359616,-0.24633954187410814,-0.023617182616156234,-0.13938740033282634,-1.3306840574960268,1.2104276403107268,34.08112084057881
Bulgaria,2000,1.3991865618925357,0.6718091384685116,-0.6876723987498918,1.1909627318896596,-0.8474157529218281,-1.109204323081468,-0.7391361452596464,0.19312620731520996,-0.7146827141590574,-1.256473573675491,70.75887515000565
Bulgaria,2001,0.816298836663903,1.1840897449275134,0.2632840277155133,1.1066040340603434,-0.8098682871056626,-0.8145646432491946,-0.6847134795123666,0.028321067345571823,-0.6114037453108485,-1.346535440702404,69.6925745337326
Bulgaria,2002,0.5104304858213073,0.9335522946717066,0.5016826174498032,0.9015396123309488,-0.9170223169771315,-0.7422939845083103,-0.6299607651099406,-0.36887291177234965,-0.2657020235295291,-1.6205681638069633,68.62627391745954
Bulgaria,2003,-0.17229255392662352,0.32802914736653493,0.669778781488764,0.7602771331640914,-0.8117653425423692,-0.6516003954602828,-0.5748757919050513,0.10973664304465361,-0.5607972718212629,-0.973264885583745,67.00964574193989
Bulgaria,2004,0.5768955202948032,0.09340103271504503,0.39765610107351995,0.6124676112823602,-0.4167991420756951,0.047776779906431636,-0.5194563497505393,0.3321655091085888,-0.6921255814525207,-0.6260083446774664,65.13610944217409
Bulgaria,2005,0.35830343225041905,-0.17691933050960798,0.18822287237366553,0.344043613522521,-0.2298492060282157,0.11543171138551467,-0.46370022849909015,0.297124841950977,0.24396090823121286,-1.7728984452722816,65.38001188119847
Bulgaria,2006,0.7967047764803533,-0.3335225296755788,0.1162578761610467,0.07127770165205968,0.0887449070045339,0.8713933416648185,-0.4076052180035143,0.5225003995800807,-0.6198553095495806,-0.37841790089061683,59.875424725235156
Bulgaria,2007,1.0217359146599965,-0.6203055966994814,-0.09225294994096779,-0.2605482199063599,0.43971900509034595,0.9549852527053186,-0.3511713182637788,0.5099953533637981,-0.6367774675594523,-0.23153034749969365,55.91502868563121
Bulgaria,2008,1.8000546121866685,-0.7958616565418993,-0.14344628360360673,0.019210551948915414,0.4722211762360882,1.716398529356829,-0.29439337226969053,0.5618735437194288,-0.7591208621872897,0.07449113397962653,52.039059693383145
Bulgaria,2009,-0.09249979142679972,-0.628744461672206,-0.2250193211888792,-0.3561102315971051,-0.4272355835585893,1.3911169624818396,-0.23727211673693727,-0.26212454309833455,-0.5162580763087544,-0.32792615423116117,42.87875434987169
Bulgaria,2010,-0.15447275124437337,-0.1498042889579028,-0.30097661069184606,-0.40280818750674624,-0.12678389141245883,0.42435833914388343,-0.1798031313710452,-0.4360683306625019,-0.6254714924950665,-0.06428312732661365,38.98653878100941
Bulgaria,2011,0.19678235579717715,-0.014090739150643601,-0.31125844159416405,-0.2583465736780576,0.267832854862836,-0.3534098766242464,-0.1449019595182159,-0.4333235385877529,-0.6673020610900847,0.13226878972802478,42.69024248471311
Bulgaria,2012,-0.05278372321519941,0.1256347300698781,-0.29411644351879485,-0.31146376935994396,0.45205332613827054,-0.6096372561179519,-0.10987259912521825,-0.3110585812871649,-0.5813490500082008,0.009205152302457073,41.75856546607958
Bulgaria,2013,-0.45996664484117455,0.21846224476984863,-0.23797849674361468,-0.29187422804987667,0.6127766029704601,-0.6220851820011556,-0.07471578690780586,0.0054035347523575215,-0.5812320314589585,0.014194584071221619,35.52711146014485
Bulgaria,2014,-0.7384684685710419,0.008597356841599488,-0.23387557094974326,-0.2819274665821792,0.6285104154493234,-0.4987144245981224,-0.039429312718693134,-0.02370473830503894,-0.5663823709024575,0.05814350395645769,35.86724751456663
Bulgaria,2015,-0.6561597753092171,-0.3069608563188063,-0.23525823830192044,-0.39603728196310467,0.529790461837737,-0.9991937337212548,-0.004014649989414787,0.10064315285162043,-0.5476802827570469,0.15545556081434123,36.89113829954955
Bulgaria,2016,-0.7384684685710419,-0.523881188732448,-0.23188247477698454,-0.3976630439475564,0.41928076494264926,-0.6343513863386221,0.03153041142728323,0.16272828248232463,-0.5311517188581065,0.3089104322769069,34.603556600203156
Bulgaria,2017,-0.22890745099876136,-0.719081819494979,-0.1446673322419223,-0.40035569961325446,0.6112514461921649,-0.4243357959266525,0.06720587153143248,0.20899413080021473,-0.5135056336706343,0.2926620379552563,37.78376861433743
Bulgaria,2018,-0.08040101525434687,-0.8509217919377088,-0.1996854039481098,-0.5488661615896805,0.5896375722245413,-0.3869011575041685,0.10301173032296847,0.06638720231630038,-0.4465640163780785,0.3152972511662134,34.258127588696404
Bulgaria,2019,-0.023364195321706298,-0.986635341744968,-0.21585366231702213,-0.594928605728702,0.481813241594598,-0.3876643879962756,0.1389487245177066,0.21726190253411798,-0.38141481439464214,0.3062798003054405,35.6567289872978
Bulgaria,2020,-0.3056617737481999,-0.8628192081287632,-0.26837357511034377,-0.5405482866791315,0.06840960206255002,-0.6364593562692088,0.17501759083133597,0.1251150803928828,-0.6065268221026967,0.6217758337756221,34.98105331162213
Bulgaria,2021,0.014901981382542402,-0.8431746372086502,-0.3447830112480997,-0.3351748773484461,0.3729486079091616,0.0426340601619845,0.2410641576528995,0.22332749676495572,-0.5149943151886436,0.7479491796987646,34.300781202778595
Bulgaria,2022,2.3871269293336073,-0.9813783438931069,-0.35715687852713474,-0.47660771163125776,0.870037503937966,0.1681127874956045,0.3081310757856635,0.5014820397437428,-0.6358037583947679,0.9939880628816959,31.94387884587624
Croatia,2000,0.2739818053310112,0.6505044629636004,-0.11345582795019556,-0.18802942958537003,-0.9357986712736167,-0.9703763309977717,-0.7137747056296128,0.7592309502967567,-0.40305259910722047,0.7153105017890489,62.08606790517688
Croatia,2001,0.10936841327243561,0.6170256871701683,-0.05501265671911999,-0.18911501824728003,-0.7997701810933803,-0.357298717703086,-0.6283414638954935,0.5386750943962311,-0.4172778089407782,0.9549053523756649,59.33629887039713
Croatia,2002,-0.3057912759938726,0.5106406516943456,-0.04398676805912664,-0.21680950849480657,-0.7514069029508506,0.5624667139064494,-0.5420963614069139,0.6222530434031011,-0.4976183150288208,1.257288361239128,56.58652983561738
Croatia,2003,-0.28694496840172107,0.3544524786745741,-0.10323873240603339,-0.42495413781327884,-0.7434723444053979,1.0631313790062362,-0.45503203100636336,0.4880738571655378,-0.43655478211643955,1.3141414861494598,51.988828686192086
Croatia,2004,-0.23013017915019826,0.31848354600394474,-0.10875101637952421,-0.31433080821723564,-0.737817411059277,1.6530503985117884,-0.36714036882067697,0.2965003024630568,-0.3493766052884434,1.2300811604056372,50.003717023661075
Croatia,2005,0.01873498960179867,0.17101092205436452,-0.029983100349917066,-0.44094078309932344,-0.7420925182588399,0.9313614517590899,-0.2784132709765605,0.2970010075647026,-0.3292918058818321,1.3282644007566418,43.93575585861253
Croatia,2006,-0.006383115387408638,-0.032075205485958144,-0.07944970140417337,-0.41540875357841234,-0.6854888876419372,0.904103219898057,-0.17062365314912342,0.435212019700185,-0.4024646227569394,1.607219868990238,39.45026773196345
Croatia,2007,-0.06368786657105296,-0.20099084698918293,-0.10160764967400863,-0.48149269287464835,-0.6926405129812933,0.05001195491903626,-0.06160077315924061,0.44315129294888206,-0.21432333544296325,1.4225288785886996,36.63336632351274
Croatia,2008,0.5630571759979702,-0.3917645321922519,-0.11928865785643526,-0.4377693469017165,-0.7257978330966962,0.15359323599096075,0.04866862987648054,0.3901767876375628,-0.17602625375643913,1.4077167350770847,34.017087253745295
Croatia,2009,-0.16639789257417803,-0.29879867544354827,-0.12246778672050582,-0.413613458543229,-1.0737258483770489,0.4261755546012866,0.160198553557307,0.1486531563111795,-0.15387425758660916,1.170103511522574,28.236740432936042
Croatia,2010,-0.4322629740651769,0.03571239839330466,-0.080610834454643,-0.4920335516494029,-0.9909822481676406,0.8822966344092313,0.2730037321981647,0.1495090429015957,-0.12325543469592087,1.117644717139729,20.405415131731218
Croatia,2011,-0.18726539700971714,0.32042033468620956,-0.05677606384921178,-0.4966832135282714,-0.8468525531916988,0.5988110230544921,0.3584318169220579,-0.004900795382581836,-0.08782682478460654,1.110216825400031,35.63175258029089
Croatia,2012,0.037451480811918396,0.6326583386770189,-0.12568518660403485,-0.5748223818099216,-0.8120919527782,0.20084083788341686,0.4802109300911339,0.11285507309062043,0.084443578601051,0.8199235286176415,36.26667321521153
Croatia,2013,-0.19833909501533067,0.8147164748098968,0.05154835166498254,-0.5395303377692758,-0.7584482703649925,-0.010392286885009965,0.6053634646709661,0.22690907973973284,0.15772888297540216,0.7505735679926908,32.9333398818782
Croatia,2014,-0.6779664473942116,0.820111814710491,0.05620879779660699,-0.6541107261346432,-0.6376067246304752,0.0950607261080357,0.7340072951813024,0.1743970061593806,0.1937323863142864,0.6136072964870589,36.6370435855819
Croatia,2015,-0.7271372403336706,0.6658604303729845,0.16155471282743508,-0.6483834605936883,-0.4849119683548636,-0.42700710264903324,0.8662647164362998,0.42559430840237067,0.08505540535097374,0.8531783556504918,34.489804321778216
Croatia,2016,-0.7384684685710419,0.24087365666462524,0.3155511756975242,-0.6263073815673619,-0.4430301839154132,-0.7823272410348814,1.0022631802604072,0.544421131594771,0.21361495004426373,0.8722739027161746,33.53742336939725
Croatia,2017,-0.4127729731471703,-0.021284525684769417,0.38713176165369145,-0.6652518332687727,-0.29992766749622257,-1.5724066452062508,1.142135295488264,0.5722706747459304,0.2351333883921565,0.9654380529257559,37.5778274098013
Croatia,2018,-0.33964819815315817,-0.40532205296810436,0.3834898845252334,-0.6512797256682393,-0.24802025604236042,-0.8732061860595621,1.2860210381120531,0.5163809744128265,0.19725426418471145,1.1685810560336638,33.113541695515586
Croatia,2019,-0.48329404309555796,-0.656412871418844,0.4647414459678618,-0.6728831787201573,-0.18296487328028394,-0.7036781560385128,1.434065541134149,0.5616642391197966,0.19185557970535608,1.296648128512532,33.771436432357696
Croatia,2020,-0.6049886847772298,-0.533288448046305,0.5125961615565661,-0.610485331971565,-0.5160450401075414,0.17625391274476532,1.5864168844199018,0.2943011011897437,0.07897541496780425,1.2346729716515907,32.806806207277305
Croatia,2021,-0.13168908601961865,-0.5193159011242529,0.5099886398878646,-0.5574038066912675,-0.15692193617403005,-0.7805645420411996,1.7432364087182075,0.342206918805721,0.16873303647719123,1.4209696920489814,32.15534040923171
Croatia,2022,1.4907655854684239,-0.6089615487033598,0.5631764057517984,-0.54968465732068,0.48698278089815766,-1.319841401179869,1.9046869282093724,0.4892222054689876,0.32898731762078803,1.35892798508743,31.499602704313684
Cyprus,2000,0.18134968408708768,-0.9124840036239783,-0.6857553605887716,-0.4913036236599555,0.8322207590911335,0.11277857681770755,-1.825532549836465,0.27550227281797723,0.07932270836602787,-0.025467549222056622,31.75641321064886
Cyprus,2001,-0.2463732926885178,-1.0125053048580746,-0.6330979096291202,-0.44225155148209694,0.6735081505478446,-0.05923903837998207,-1.7650238752937188,0.3968872588518278,0.07932270836602787,-0.025467549222056622,30.412936420618344
Cyprus,2002,-0.08304190569153673,-1.1103131333124396,-0.7333589046298813,-0.4589126133436781,0.44277681275617625,1.2293847867730463,-1.7139893652721525,0.4298807156164172,0.07932270836602787,-0.025467549222056622,29.06945963058783
Cyprus,2003,0.1808384043736722,-0.9972876794974237,-0.726688189517642,-0.5589235327342684,0.17187524452140351,0.8322505207123757,-1.6626255433111898,0.5718932208027436,0.07932270836602787,-0.025467549222056622,31.38734042528983
Cyprus,2004,-0.1846047617859602,-0.9119306354290456,-0.6864056474951129,-0.6208483280169201,0.16903544030241155,0.8643425456900978,-1.6109324094108002,0.5265912640020666,1.342723954161074,-0.2872711457910258,33.32282429625758
Cyprus,2005,-0.13057386514739783,-0.8135694387797476,-0.6648972662852429,-0.7000555097741118,0.1131906931018783,-1.0475861813518748,-1.558907016708009,0.8524609442361734,1.356380311977551,-0.24247890225693208,33.63435077600835
Cyprus,2006,-0.18096181332012473,-0.9364171780548202,-0.6733667860171485,-0.8063114326629444,0.05385959180975896,-0.820434249176604,-1.5065471550555347,1.1306056169931926,1.4628836143989004,-0.34120219314215555,26.717924263040047
